Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn	AdultBodyMass_g	GenerationLength_d	category
1297	Ursus americanus	49.6666666666667	366	0.3	28	8	0.767441860465116	0.232558139534884	110500	4734.07686657	LC
1298	Ursus arctos	51	56	0.181818181818182	9	1	0.846153846153846	0.153846153846154	196287.5	5976.26666657	LC
1299	Ursus maritimus	81	81	0.267857142857143	2.5	1	0.788888888888889	0.211111111111111	371703.8	5475	VU
1300	Ursus spelaeus	52	74	0.222222222222222	7	1	0.807987711213518	0.192012288786482	NA	NA	NA
1301	Ursus thibetanus	45.3571428571428	102	0.162790697674419	11	2	0.86	0.14	99714.19	3650	VU
1302	Uta stansburiana	35	164.5	0.122200099552016	38	5	0.891106719367589	0.108893280632411	NA	NA	NA
1303	Varanus cumingi	82	231	0.166666666666667	19	3	0.857142857142857	0.142857142857143	NA	NA	NA
1304	Varanus gouldii	54.4901960784314	181	0.0952380952380952	19	4	0.91304347826087	0.0869565217391304	NA	NA	NA
1305	Varanus niloticus	59.7692307692308	564	0.375	29	7	0.727272727272727	0.272727272727273	NA	NA	NA
1306	Varanus nuchalis	81	81	0.111111111111111	6	1	0.9	0.1	NA	NA	NA
1307	Varanus salvator	56.8461538461538	280	0.225806451612903	24.5	5	0.813300142247511	0.186699857752489	NA	NA	NA
1308	Varecia variegata	75.5384615384615	549	0.407407407407407	23	7	0.710526315789474	0.289473684210526	3849.99	3285	CR
1309	Vipera berus	36.1666666666667	36	0.0769230769230769	9.5	1	0.928571428571429	0.0714285714285714	NA	NA	NA
1310	Vipera lotievi	21	21	0.111111111111111	8	1	0.9	0.1	NA	NA	NA
1311	Vipera renardi	43.8	149	0.277777777777778	13	3	0.782608695652174	0.217391304347826	NA	NA	NA
1312	Vipera ursinii	58	346	0.222222222222222	33	7	0.818181818181818	0.181818181818182	NA	NA	NA
1313	Vireo altiloquus	21.5	15	0.054093567251462	8	1	0.948684210526316	0.0513157894736842	NA	NA	LC
1314	Vireo atricapilla	58	46	0.142857142857143	4	1	0.875	0.125	NA	NA	NT
1315	Vireo bellii	21	21	0.166666666666667	6	1	0.857142857142857	0.142857142857143	NA	NA	LC
1316	Vireo cassinii	NA	0	0	4	0	1	0	NA	NA	LC
1317	Vireo flavoviridis	44.3333333333333	341	0.176470588235294	49	8	0.847457627118644	0.152542372881356	NA	NA	LC
1318	Vireo gilvus	51.0318181818182	79	0.25	7	2	0.8	0.2	NA	NA	LC
1319	Vireo olivaceus	58.75	430	0.227272727272727	33	8	0.814814814814815	0.185185185185185	NA	NA	LC
1320	Vulpes lagopus	22	0	0	4	0	1	0	NA	NA	LC
1321	Vulpes vulpes	51	102	0.162280701754386	16	2	0.857142857142857	0.142857142857143	4820.36	2105.3972	LC
1322	Xanthomixis zosterops	48	22	0.0416666666666667	21	1	0.96	0.04	NA	NA	LC
1323	Xantusia arizonae	76	21	0.0666666666666667	8	1	0.9375	0.0625	NA	NA	NA
1324	Xantusia riversiana	62.75	81	0.2	8	1	0.833333333333333	0.166666666666667	NA	NA	NA
1325	Xantusia vigilis	39	117	0.176470588235294	17	3	0.85	0.15	NA	NA	NA
1326	Xantusia wigginsi	66.875	243	0.0875	37	3	0.918032786885246	0.0819672131147541	NA	NA	NA
1327	Xenophallus umbratilis	23.5454545454545	193	0.25	40	9	0.8	0.2	NA	NA	NA
1328	Xerotyphlops vermicularis	52.5	376.5	0.328947368421053	28.5	7	0.751237623762376	0.248762376237624	NA	NA	NA
1329	Xiphias gladius	45	0	0	4	0	1	0	NA	NA	LC
1330	Zacco platypus	21	42	0.1	7	2	0.909090909090909	0.0909090909090909	NA	NA	NA
1331	Zamenis longissimus	55.25	81	0.666666666666667	2	2	0.5	0.5	NA	NA	NA
1332	Zanclus cornutus	22	21	0.25	2	1	0.666666666666667	0.333333333333333	NA	NA	NA
1333	Zapteryx exasperata	78.5	78.5	0.583333333333333	1	1	0.5	0.5	NA	NA	DD
1334	Zapus hudsonius	37.4444444444444	109	0.136363636363636	41	3	0.88	0.12	18.43	604.1943	LC
1335	Zapus princeps	42.4117647058824	679	0.173913043478261	111	17	0.851851851851852	0.148148148148148	27.2	604.1943	LC
1336	Zapus trinotatus	59.1	274	0.0819672131147541	51	3	0.924242424242424	0.0757575757575758	27.45	604.1943	LC
1337	Zebrias zebrinus	21	0	0	5	0	1	0	NA	NA	NA
1338	Ziphius cavirostris	46	64	0.0952380952380952	9	1	0.909090909090909	0.0909090909090909	4774999.99	6460.5	LC
1339	Zonosaurus madagascariensis	53.3333333333333	137	0.0631648936170213	50	2	0.94	0.06	NA	NA	NA
1340	Zootoca vivipara	45.375	363	0.293981481481482	15.5	8	0.77032967032967	0.22967032967033	NA	NA	NA
1341	Zosterops capensis	33.3333333333333	0	0	7	0	1	0	NA	NA	NA
1342	Zosterops flavifrons	21.25	42	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333	NA	NA	LC
1343	Zosterops japonicus	44.3333333333333	266	0.116515837104072	50	6	0.894736842105263	0.105263157894737	NA	NA	LC
1344	Zosterops lateralis	43.5	46	0.0882352941176471	4	1	0.918918918918919	0.0810810810810811	NA	NA	LC
1345	Zosterops luteus	54.5	181	0.111111111111111	37	4	0.9	0.1	NA	NA	LC
1346	Zosterops montanus	21	21	0.142857142857143	12	1	0.875	0.125	NA	NA	NA
1347	Zosterops palpebrosus	47	93.5	0.141428571428571	16	2	0.87609649122807	0.12390350877193	NA	NA	LC
1348	Zosterops senegalensis	52	312	0.24390243902439	15	6	0.8	0.2	NA	NA	LC
